TF,RegulatedGene,Source,Info,CombinedName,Mode of Regulation,References (PMID),TF_entrezID,regulatedGene_entrezID
AATF,CDKN1A,Trrust2,TRRUST2 (Regulation: Unknown),AATF || CDKN1A,Unknown,17157788,26574,1026
AATF,KLK3,Trrust2,TRRUST2 (Regulation: Unknown),AATF || KLK3,Unknown,23146908,26574,354
AATF,MYC,Trrust2,TRRUST2 (Regulation: Activation),AATF || MYC,Activation,20549547,26574,4609
AATF,TP53,Trrust2,TRRUST2 (Regulation: Unknown),AATF || TP53,Unknown,17157788,26574,7157
ABL1,BAX,Trrust2,TRRUST2 (Regulation: Activation),ABL1 || BAX,Activation,11753601,25,581
ABL1,BCL2,Trrust2,TRRUST2 (Regulation: Repression),ABL1 || BCL2,Repression,11753601,25,596
ABL1,BCL6,Trrust2,TRRUST2 (Regulation: Repression),ABL1 || BCL6,Repression,15509806,25,604
ABL1,CCND2,Trrust2,TRRUST2 (Regulation: Activation),ABL1 || CCND2,Activation,15509806,25,894
ABL1,CDKN1A,Trrust2,TRRUST2 (Regulation: Activation),ABL1 || CDKN1A,Activation,11753601;9916993,25,1026
ABL1,CSF1,Trrust2,TRRUST2 (Regulation: Activation),ABL1 || CSF1,Activation,23418320,25,1435
ABL1,CSF1,Trrust2,TRRUST2 (Regulation: Unknown),ABL1 || CSF1,Unknown,18619508,25,1435
ABL1,FOXO3,Trrust2,TRRUST2 (Regulation: Activation),ABL1 || FOXO3,Activation,15509806,25,2309
ABL1,JUN,Trrust2,TRRUST2 (Regulation: Activation),ABL1 || JUN,Activation,15145216,25,3725
ABL1,JUN,Trrust2,TRRUST2 (Regulation: Repression),ABL1 || JUN,Repression,19357699,25,3725
ABL1,PIM1,Trrust2,TRRUST2 (Regulation: Activation),ABL1 || PIM1,Activation,15145216,25,5292
ABL1,TP53,Trrust2,TRRUST2 (Regulation: Activation),ABL1 || TP53,Activation,11753601,25,7157
AES,EPHA3,Trrust2,TRRUST2 (Regulation: Unknown),AES || EPHA3,Unknown,20676368,166,2042
AES,LEF1,Trrust2,TRRUST2 (Regulation: Activation),AES || LEF1,Activation,20676368,166,51176
AES,RND3,Trrust2,TRRUST2 (Regulation: Activation),AES || RND3,Activation,23546594,166,390
AHR,ABCG2,Trrust2,TRRUST2 (Regulation: Unknown),AHR || ABCG2,Unknown,20460431,196,9429
AHR,AHRR,Trrust2,TRRUST2 (Regulation: Activation),AHR || AHRR,Activation,18848529,196,57491
AHR,ARNT,Trrust2,TRRUST2 (Regulation: Unknown),AHR || ARNT,Unknown,19255421;8631989,196,405
AHR,BRCA1,Trrust2,TRRUST2 (Regulation: Unknown),AHR || BRCA1,Unknown,18259752,196,672
AHR,CA9,Trrust2,TRRUST2 (Regulation: Repression),AHR || CA9,Repression,19154183,196,768
AHR,CCND1,Trrust2,TRRUST2 (Regulation: Unknown),AHR || CCND1,Unknown,24380854,196,595
AHR,CCNG2,Trrust2,TRRUST2 (Regulation: Activation),AHR || CCNG2,Activation,22596188,196,901
AHR,CYP1A1,Trrust2,TRRUST2 (Regulation: Activation),AHR || CYP1A1,Activation,12213390;9865727,196,1543
AHR,CYP1A1,Trrust2,TRRUST2 (Regulation: Repression),AHR || CYP1A1,Repression,17012224,196,1543
AHR,CYP1A1,Trrust2,TRRUST2 (Regulation: Unknown),AHR || CYP1A1,Unknown,10359656;12376470;15325265;19376845;21357676;24639079;8631128;9698073,196,1543
AHR,CYP1A2,Trrust2,TRRUST2 (Regulation: Unknown),AHR || CYP1A2,Unknown,21357676,196,1544
AHR,CYP1B1,Trrust2,TRRUST2 (Regulation: Activation),AHR || CYP1B1,Activation,16115918;19287966,196,1545
AHR,CYP1B1,Trrust2,TRRUST2 (Regulation: Unknown),AHR || CYP1B1,Unknown,12376470;19376845;21742528;24299737,196,1545
AHR,CYP2B6,Trrust2,TRRUST2 (Regulation: Unknown),AHR || CYP2B6,Unknown,19928584,196,1555
AHR,FOS,Trrust2,TRRUST2 (Regulation: Unknown),AHR || FOS,Unknown,10478842,196,2353
AHR,IL13,Trrust2,TRRUST2 (Regulation: Unknown),AHR || IL13,Unknown,22981205,196,3596
AHR,IL1B,Trrust2,TRRUST2 (Regulation: Unknown),AHR || IL1B,Unknown,23349129,196,3553
AHR,IL6,Trrust2,TRRUST2 (Regulation: Activation),AHR || IL6,Activation,20511231,196,3569
AHR,IL6,Trrust2,TRRUST2 (Regulation: Unknown),AHR || IL6,Unknown,18483242;23349129,196,3569
AHR,MFSD2A,Trrust2,TRRUST2 (Regulation: Unknown),AHR || MFSD2A,Unknown,21736709,196,84879
AHR,MT2A,Trrust2,TRRUST2 (Regulation: Unknown),AHR || MT2A,Unknown,23994556,196,4502
AHR,MYC,Trrust2,TRRUST2 (Regulation: Unknown),AHR || MYC,Unknown,11114727;16091746,196,4609
AHR,PCNA,Trrust2,TRRUST2 (Regulation: Activation),AHR || PCNA,Activation,12417031,196,5111
AHR,RFC3,Trrust2,TRRUST2 (Regulation: Activation),AHR || RFC3,Activation,12417031,196,5983
AHR,UGT1A1,Trrust2,TRRUST2 (Regulation: Activation),AHR || UGT1A1,Activation,18172616,196,54658
AHR,UGT1A6,Trrust2,TRRUST2 (Regulation: Unknown),AHR || UGT1A6,Unknown,9466822,196,54578
AIP,AHR,Trrust2,TRRUST2 (Regulation: Activation),AIP || AHR,Activation,11469723,9049,196
AIP,GREB1,Trrust2,TRRUST2 (Regulation: Repression),AIP || GREB1,Repression,21984905,9049,9687
AIP,NFKB2,Trrust2,TRRUST2 (Regulation: Repression),AIP || NFKB2,Repression,21984905,9049,4791
AIP,RSF1,Trrust2,TRRUST2 (Regulation: Repression),AIP || RSF1,Repression,21984905,9049,51773
AIP,TFF1,Trrust2,TRRUST2 (Regulation: Repression),AIP || TFF1,Repression,21984905,9049,7031
AIRE,CHRNA1,Trrust2,TRRUST2 (Regulation: Unknown),AIRE || CHRNA1,Unknown,17687331,326,1134
ANKRD1,NPPA,Trrust2,TRRUST2 (Regulation: Repression),ANKRD1 || NPPA,Repression,18273862,27063,4878
APBB1,GMPS,Trrust2,TRRUST2 (Regulation: Repression),APBB1 || GMPS,Repression,21453247,322,8833
APC,AKT1,Trrust2,TRRUST2 (Regulation: Repression),APC || AKT1,Repression,15888491,324,207
APC,AMHR2,Trrust2,TRRUST2 (Regulation: Repression),APC || AMHR2,Repression,12724325,324,269
APC,BIRC5,Trrust2,TRRUST2 (Regulation: Unknown),APC || BIRC5,Unknown,11751382,324,332
APC,DLG1,Trrust2,TRRUST2 (Regulation: Unknown),APC || DLG1,Unknown,21858148,324,1739
APC,DNMT1,Trrust2,TRRUST2 (Regulation: Repression),APC || DNMT1,Repression,12538344,324,1786
APC,F8,Trrust2,TRRUST2 (Regulation: Unknown),APC || F8,Unknown,12010799,324,2157
APC,KLF4,Trrust2,TRRUST2 (Regulation: Unknown),APC || KLF4,Unknown,12387883,324,9314
APC,MYC,Trrust2,TRRUST2 (Regulation: Repression),APC || MYC,Repression,16510874,324,4609
APC,NOS2,Trrust2,TRRUST2 (Regulation: Activation),APC || NOS2,Activation,11935128,324,4843
APC,ODC1,Trrust2,TRRUST2 (Regulation: Repression),APC || ODC1,Repression,12112318,324,4953
APC,PTGS2,Trrust2,TRRUST2 (Regulation: Repression),APC || PTGS2,Repression,10772828;12566320,324,5743
APC,PTGS2,Trrust2,TRRUST2 (Regulation: Unknown),APC || PTGS2,Unknown,11396184,324,5743
APC,SGK1,Trrust2,TRRUST2 (Regulation: Repression),APC || SGK1,Repression,18487207,324,6446
APEX1,CCL2,Trrust2,TRRUST2 (Regulation: Activation),APEX1 || CCL2,Activation,17045925,328,6347
APEX1,CD19,Trrust2,TRRUST2 (Regulation: Activation),APEX1 || CD19,Activation,10666449,328,930
APEX1,CYP11B2,Trrust2,TRRUST2 (Regulation: Repression),APEX1 || CYP11B2,Repression,22652909,328,1585
APEX1,NFKB1,Trrust2,TRRUST2 (Regulation: Activation),APEX1 || NFKB1,Activation,17045925,328,4790
APEX1,PTH,Trrust2,TRRUST2 (Regulation: Repression),APEX1 || PTH,Repression,14633989,328,5741
APEX1,RELA,Trrust2,TRRUST2 (Regulation: Activation),APEX1 || RELA,Activation,17045925,328,5970
APEX1,SLC5A5,Trrust2,TRRUST2 (Regulation: Activation),APEX1 || SLC5A5,Activation,14630715,328,6528
AR,ACTA1,Trrust2,TRRUST2 (Regulation: Activation),AR || ACTA1,Activation,15623502,367,58
AR,AKR1C3,Trrust2,TRRUST2 (Regulation: Repression),AR || AKR1C3,Repression,22971343,367,8644
AR,AKT1,Trrust2,TRRUST2 (Regulation: Activation),AR || AKT1,Activation,11278645,367,207
AR,AKT1,Trrust2,TRRUST2 (Regulation: Repression),AR || AKT1,Repression,20589722,367,207
AR,ALDH1A3,Trrust2,TRRUST2 (Regulation: Unknown),AR || ALDH1A3,Unknown,17526768,367,220
AR,ARG1,Trrust2,TRRUST2 (Regulation: Activation),AR || ARG1,Activation,20711410,367,383
AR,ARG2,Trrust2,TRRUST2 (Regulation: Activation),AR || ARG2,Activation,20711410,367,384
AR,ATAD2,Trrust2,TRRUST2 (Regulation: Unknown),AR || ATAD2,Unknown,22771493,367,29028
AR,BSG,Trrust2,TRRUST2 (Regulation: Unknown),AR || BSG,Unknown,14633669,367,682
AR,BTG1,Trrust2,TRRUST2 (Regulation: Repression),AR || BTG1,Repression,16281084,367,694
AR,BTG2,Trrust2,TRRUST2 (Regulation: Repression),AR || BTG2,Repression,16281084,367,7832
AR,CDK20,Trrust2,TRRUST2 (Regulation: Activation),AR || CDK20,Activation,21747169,367,23552
AR,CDC6,Trrust2,TRRUST2 (Regulation: Activation),AR || CDC6,Activation,24583551,367,990
AR,CDC6,Trrust2,TRRUST2 (Regulation: Unknown),AR || CDC6,Unknown,18541154,367,990
AR,CDH1,Trrust2,TRRUST2 (Regulation: Repression),AR || CDH1,Repression,18794357,367,999
AR,CDH11,Trrust2,TRRUST2 (Regulation: Unknown),AR || CDH11,Unknown,20191612,367,1009
AR,CDH2,Trrust2,TRRUST2 (Regulation: Activation),AR || CDH2,Activation,17297473;18535113,367,1000
AR,CDK20,Trrust2,TRRUST2 (Regulation: Activation),AR || CDK20,Activation,21747169,367,23552
AR,CDK6,Trrust2,TRRUST2 (Regulation: Unknown),AR || CDK6,Unknown,15790678,367,1021
AR,CDKN1A,Trrust2,TRRUST2 (Regulation: Activation),AR || CDKN1A,Activation,10076995,367,1026
AR,CDKN1A,Trrust2,TRRUST2 (Regulation: Repression),AR || CDKN1A,Repression,16281084,367,1026
AR,CLK3,Trrust2,TRRUST2 (Regulation: Repression),AR || CLK3,Repression,16281084,367,1198
AR,CRH,Trrust2,TRRUST2 (Regulation: Repression),AR || CRH,Repression,16446741,367,1392
AR,CRISP1,Trrust2,TRRUST2 (Regulation: Unknown),AR || CRISP1,Unknown,11223178,367,167
AR,CRISP3,Trrust2,TRRUST2 (Regulation: Unknown),AR || CRISP3,Unknown,11223178,367,10321
AR,CTNNB1,Trrust2,TRRUST2 (Regulation: Activation),AR || CTNNB1,Activation,18535113,367,1499
AR,CYP7B1,Trrust2,TRRUST2 (Regulation: Repression),AR || CYP7B1,Repression,16630558,367,9420
AR,EGFR,Trrust2,TRRUST2 (Regulation: Activation),AR || EGFR,Activation,11556855;21613411,367,1956
AR,ELK4,Trrust2,TRRUST2 (Regulation: Unknown),AR || ELK4,Unknown,18469865,367,2005
AR,EP300,Trrust2,TRRUST2 (Regulation: Activation),AR || EP300,Activation,22334658,367,2033
AR,ERBB2,Trrust2,TRRUST2 (Regulation: Activation),AR || ERBB2,Activation,21613411,367,2064
AR,ERBB2,Trrust2,TRRUST2 (Regulation: Unknown),AR || ERBB2,Unknown,21741601,367,2064
AR,ERBB3,Trrust2,TRRUST2 (Regulation: Activation),AR || ERBB3,Activation,21741601,367,2065
AR,ETV1,Trrust2,TRRUST2 (Regulation: Activation),AR || ETV1,Activation,19789348,367,2115
AR,FKBP4,Trrust2,TRRUST2 (Regulation: Unknown),AR || FKBP4,Unknown,23192983,367,2288
AR,FN1,Trrust2,TRRUST2 (Regulation: Unknown),AR || FN1,Unknown,21055159,367,2335
AR,FOLH1,Trrust2,TRRUST2 (Regulation: Unknown),AR || FOLH1,Unknown,12539223,367,2346
AR,FOXA1,Trrust2,TRRUST2 (Regulation: Unknown),AR || FOXA1,Unknown,12750453,367,3169
AR,GNMT,Trrust2,TRRUST2 (Regulation: Unknown),AR || GNMT,Unknown,23997240,367,27232
AR,GREB1,Trrust2,TRRUST2 (Regulation: Unknown),AR || GREB1,Unknown,16496412,367,9687
AR,GTF2F1,Trrust2,TRRUST2 (Regulation: Unknown),AR || GTF2F1,Unknown,9238003,367,2962
AR,HMMR,Trrust2,TRRUST2 (Regulation: Unknown),AR || HMMR,Unknown,18174258,367,3161
AR,HMOX1,Trrust2,TRRUST2 (Regulation: Activation),AR || HMOX1,Activation,11965035,367,3162
AR,IFI16,Trrust2,TRRUST2 (Regulation: Unknown),AR || IFI16,Unknown,16494870,367,3428
AR,IGF1R,Trrust2,TRRUST2 (Regulation: Activation),AR || IGF1R,Activation,15033751;17202144,367,3480
AR,IGFBP3,Trrust2,TRRUST2 (Regulation: Unknown),AR || IGFBP3,Unknown,23859805,367,3486
AR,JUN,Trrust2,TRRUST2 (Regulation: Activation),AR || JUN,Activation,20148354,367,3725
AR,KISS1,Trrust2,TRRUST2 (Regulation: Activation),AR || KISS1,Activation,18331266,367,3814
AR,KISS1R,Trrust2,TRRUST2 (Regulation: Activation),AR || KISS1R,Activation,18331266,367,84634
AR,KLF5,Trrust2,TRRUST2 (Regulation: Unknown),AR || KLF5,Unknown,19460858,367,688
AR,KLK1,Trrust2,TRRUST2 (Regulation: Unknown),AR || KLK1,Unknown,11532861,367,3816
AR,KLK2,Trrust2,TRRUST2 (Regulation: Unknown),AR || KLK2,Unknown,11532861;16751804;20688158;9241247,367,3817
AR,KLK3,Trrust2,TRRUST2 (Regulation: Activation),AR || KLK3,Activation,10547578;11006269;11504717;11571582;12958311;16425097;16434977;16724108;17566103;20069563;21780100;22179832;23667504;8626436,367,354
AR,KLK3,Trrust2,TRRUST2 (Regulation: Repression),AR || KLK3,Repression,16342680;9316650,367,354
AR,KLK3,Trrust2,TRRUST2 (Regulation: Unknown),AR || KLK3,Unknown,11059779;11238180;11532861;12376473;12539223;12648523;12651911;15368351;15543614;15557561;15640095;17011549;17075604;17094454;17426252;17433535;18780293;18829551;19274665;21308712;21981678;22245379;22473899;23884959;24307657;7514587;9052414;9211894,367,354
AR,KLK4,Trrust2,TRRUST2 (Regulation: Unknown),AR || KLK4,Unknown,12539223,367,9622
AR,MED1,Trrust2,TRRUST2 (Regulation: Unknown),AR || MED1,Unknown,17483314,367,5469
AR,MID1,Trrust2,TRRUST2 (Regulation: Unknown),AR || MID1,Unknown,24913494,367,4281
AR,MUC1,Trrust2,TRRUST2 (Regulation: Repression),AR || MUC1,Repression,21308711,367,4582
AR,MYC,Trrust2,TRRUST2 (Regulation: Unknown),AR || MYC,Unknown,24512546,367,4609
AR,NAT1,Trrust2,TRRUST2 (Regulation: Activation),AR || NAT1,Activation,17210686,367,9
AR,NDRG1,Trrust2,TRRUST2 (Regulation: Unknown),AR || NDRG1,Unknown,17075604,367,10397
AR,NFKB1,Trrust2,TRRUST2 (Regulation: Repression),AR || NFKB1,Repression,18386814,367,4790
AR,NKX3-1,Trrust2,TRRUST2 (Regulation: Activation),AR || NKX3-1,Activation,16697957;17303007,367,4824
AR,NKX3-1,Trrust2,TRRUST2 (Regulation: Unknown),AR || NKX3-1,Unknown,11238180,367,4824
AR,NOV,Trrust2,TRRUST2 (Regulation: Unknown),AR || NOV,Unknown,23318417,367,4856
AR,NRAS,Trrust2,TRRUST2 (Regulation: Repression),AR || NRAS,Repression,16281084,367,4893
AR,PC,Trrust2,TRRUST2 (Regulation: Activation),AR || PC,Activation,18497079,367,5091
AR,PSCA,Trrust2,TRRUST2 (Regulation: Unknown),AR || PSCA,Unknown,23330817,367,8000
AR,PEBP1,Trrust2,TRRUST2 (Regulation: Unknown),AR || PEBP1,Unknown,23095933,367,5037
AR,PIGR,Trrust2,TRRUST2 (Regulation: Unknown),AR || PIGR,Unknown,11171058,367,5284
AR,PIP,Trrust2,TRRUST2 (Regulation: Unknown),AR || PIP,Unknown,21809344,367,5304
AR,PMEPA1,Trrust2,TRRUST2 (Regulation: Unknown),AR || PMEPA1,Unknown,17075604;18703514,367,56937
AR,PNRC1,Trrust2,TRRUST2 (Regulation: Unknown),AR || PNRC1,Unknown,10894149,367,10957
AR,KLK3,Trrust2,TRRUST2 (Regulation: Unknown),AR || KLK3,Unknown,24937452,367,354
AR,PTEN,Trrust2,TRRUST2 (Regulation: Activation),AR || PTEN,Activation,23418309,367,5728
AR,PTEN,Trrust2,TRRUST2 (Regulation: Unknown),AR || PTEN,Unknown,20729295;21532617,367,5728
AR,PTGS2,Trrust2,TRRUST2 (Regulation: Repression),AR || PTGS2,Repression,18386814,367,5743
AR,PTPN1,Trrust2,TRRUST2 (Regulation: Unknown),AR || PTPN1,Unknown,22282656,367,5770
AR,RELA,Trrust2,TRRUST2 (Regulation: Repression),AR || RELA,Repression,18386814,367,5970
AR,REST,Trrust2,TRRUST2 (Regulation: Repression),AR || REST,Repression,24163104,367,5978
AR,SEPTIN7.,Trrust2,TRRUST2 (Regulation: Repression),AR || 44081,Repression,16281084,367,989
AR,SERPINB5,Trrust2,TRRUST2 (Regulation: Repression),AR || SERPINB5,Repression,16304843,367,5268
AR,SESN1,Trrust2,TRRUST2 (Regulation: Unknown),AR || SESN1,Unknown,16751804,367,27244
AR,SRD5A3,Trrust2,TRRUST2 (Regulation: Unknown),AR || SRD5A3,Unknown,22194926,367,79644
AR,STIM1,Trrust2,TRRUST2 (Regulation: Unknown),AR || STIM1,Unknown,21432868,367,6786
AR,TBP,Trrust2,TRRUST2 (Regulation: Unknown),AR || TBP,Unknown,9238003,367,6908
AR,TCF7L2,Trrust2,TRRUST2 (Regulation: Unknown),AR || TCF7L2,Unknown,12799378,367,6934
AR,TGFA,Trrust2,TRRUST2 (Regulation: Activation),AR || TGFA,Activation,11556855,367,7039
AR,TH,Trrust2,TRRUST2 (Regulation: Activation),AR || TH,Activation,16356647,367,7054
AR,TJP1,Trrust2,TRRUST2 (Regulation: Activation),AR || TJP1,Activation,18535113,367,7082
AR,TMPRSS2,Trrust2,TRRUST2 (Regulation: Activation),AR || TMPRSS2,Activation,20308527;21761340,367,7113
AR,TMPRSS2,Trrust2,TRRUST2 (Regulation: Unknown),AR || TMPRSS2,Unknown,23192983,367,7113
AR,TRPS1,Trrust2,TRRUST2 (Regulation: Unknown),AR || TRPS1,Unknown,15613454,367,7227
AR,TSC1,Trrust2,TRRUST2 (Regulation: Repression),AR || TSC1,Repression,21036700,367,7248
AR,TSC2,Trrust2,TRRUST2 (Regulation: Repression),AR || TSC2,Repression,21036700,367,7249
AR,UCN,Trrust2,TRRUST2 (Regulation: Repression),AR || UCN,Repression,23801677,367,7349
AR,UGT2B15,Trrust2,TRRUST2 (Regulation: Unknown),AR || UGT2B15,Unknown,18302198,367,7366
AR,USP26,Trrust2,TRRUST2 (Regulation: Unknown),AR || USP26,Unknown,20501646,367,83844
AR,VEGFA,Trrust2,TRRUST2 (Regulation: Activation),AR || VEGFA,Activation,16007189,367,7422
AR,VEGFA,Trrust2,TRRUST2 (Regulation: Unknown),AR || VEGFA,Unknown,23369005,367,7422
AR,VIM,Trrust2,TRRUST2 (Regulation: Repression),AR || VIM,Repression,18535113,367,7431
AR,WEE1,Trrust2,TRRUST2 (Regulation: Repression),AR || WEE1,Repression,16281084,367,7465
AR,WNT7B,Trrust2,TRRUST2 (Regulation: Activation),AR || WNT7B,Activation,21741601,367,7477
AR,XIAP,Trrust2,TRRUST2 (Regulation: Repression),AR || XIAP,Repression,20589722,367,331
ARID1A,CDKN1A,Trrust2,TRRUST2 (Regulation: Unknown),ARID1A || CDKN1A,Unknown,21900401,8289,1026
ARID1A,IGH,Trrust2,TRRUST2 (Regulation: Activation),ARID1A || IGH,Activation,18981111,8289,3492
ARID1A,SMAD3,Trrust2,TRRUST2 (Regulation: Unknown),ARID1A || SMAD3,Unknown,21900401,8289,4088
ARID1B,IGH,Trrust2,TRRUST2 (Regulation: Activation),ARID1B || IGH,Activation,18981111,57492,3492
ARID3A,CDC6,Trrust2,TRRUST2 (Regulation: Unknown),ARID3A || CDC6,Unknown,23659165,1820,990
ARID3A,CDK1,Trrust2,TRRUST2 (Regulation: Unknown),ARID3A || CDK1,Unknown,23659165,1820,983
ARID3A,CR2,Trrust2,TRRUST2 (Regulation: Unknown),ARID3A || CR2,Unknown,19487031,1820,1380
ARID3A,E2F1,Trrust2,TRRUST2 (Regulation: Unknown),ARID3A || E2F1,Unknown,23659165,1820,1869
ARID3A,PML,Trrust2,TRRUST2 (Regulation: Activation),ARID3A || PML,Activation,22010578,1820,5371
ARID3A,RBL1,Trrust2,TRRUST2 (Regulation: Unknown),ARID3A || RBL1,Unknown,23659165,1820,5933
ARNT,AHR,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || AHR,Unknown,18540824,405,196
ARNT,BHLHE40,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || BHLHE40,Unknown,12354771,405,8553
ARNT,BRCA1,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || BRCA1,Unknown,16567799,405,672
ARNT,CA9,Trrust2,TRRUST2 (Regulation: Activation),ARNT || CA9,Activation,22387692,405,768
ARNT,CCNE1,Trrust2,TRRUST2 (Regulation: Repression),ARNT || CCNE1,Repression,21544813,405,898
ARNT,CDK2,Trrust2,TRRUST2 (Regulation: Repression),ARNT || CDK2,Repression,21544813,405,1017
ARNT,CTSD,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || CTSD,Unknown,9611253,405,1509
ARNT,CYP1A1,Trrust2,TRRUST2 (Regulation: Activation),ARNT || CYP1A1,Activation,22387692,405,1543
ARNT,CYP1A1,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || CYP1A1,Unknown,12376470;19255421;19376845;8631128,405,1543
ARNT,CYP1B1,Trrust2,TRRUST2 (Regulation: Activation),ARNT || CYP1B1,Activation,16115918;19287966,405,1545
ARNT,CYP1B1,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || CYP1B1,Unknown,12376470;19255421;19376845;21742528;24299737,405,1545
ARNT,EGLN2,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || EGLN2,Unknown,15178343,405,112398
ARNT,EPO,Trrust2,TRRUST2 (Regulation: Activation),ARNT || EPO,Activation,8663540,405,2056
ARNT,ESR1,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || ESR1,Unknown,17991765,405,2099
ARNT,FOS,Trrust2,TRRUST2 (Regulation: Repression),ARNT || FOS,Repression,21544813,405,2353
ARNT,GAD1,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || GAD1,Unknown,18335162,405,2571
ARNT,HIF1A,Trrust2,TRRUST2 (Regulation: Activation),ARNT || HIF1A,Activation,14764593,405,3091
ARNT,JUN,Trrust2,TRRUST2 (Regulation: Repression),ARNT || JUN,Repression,21544813,405,3725
ARNT,MFSD2A,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || MFSD2A,Unknown,21736709,405,84879
ARNT,RELB,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || RELB,Unknown,17900530,405,5971
ARNT,UGT1A6,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || UGT1A6,Unknown,20854796,405,54578
ARNT,VEGFA,Trrust2,TRRUST2 (Regulation: Unknown),ARNT || VEGFA,Unknown,16774940;19020709,405,7422
ARNTL,BHLHE40,Trrust2,TRRUST2 (Regulation: Activation),ARNTL || BHLHE40,Activation,19032342,406,8553
ARNTL,CRY1,Trrust2,TRRUST2 (Regulation: Activation),ARNTL || CRY1,Activation,22750052,406,1407
ARNTL,CRY1,Trrust2,TRRUST2 (Regulation: Unknown),ARNTL || CRY1,Unknown,17660446,406,1407
ARNTL,CRY2,Trrust2,TRRUST2 (Regulation: Activation),ARNTL || CRY2,Activation,22750052,406,1408
ARNTL,CRY2,Trrust2,TRRUST2 (Regulation: Unknown),ARNTL || CRY2,Unknown,17660446,406,1408
ARNTL,PER1,Trrust2,TRRUST2 (Regulation: Activation),ARNTL || PER1,Activation,17994337;22750052,406,5187
ARNTL,PER1,Trrust2,TRRUST2 (Regulation: Unknown),ARNTL || PER1,Unknown,17660446;21479263,406,5187
ARNTL,PER2,Trrust2,TRRUST2 (Regulation: Activation),ARNTL || PER2,Activation,22750052,406,8864
ARNTL,PER2,Trrust2,TRRUST2 (Regulation: Unknown),ARNTL || PER2,Unknown,17660446,406,8864
ARNTL,PER3,Trrust2,TRRUST2 (Regulation: Activation),ARNTL || PER3,Activation,22750052,406,8863
ARNTL2,SERPINE1,Trrust2,TRRUST2 (Regulation: Activation),ARNTL2 || SERPINE1,Activation,22198637,56938,5054
ARX,KDM5C,Trrust2,TRRUST2 (Regulation: Unknown),ARX || KDM5C,Unknown,23246292,170302,8242
ARX,LMO1,Trrust2,TRRUST2 (Regulation: Unknown),ARX || LMO1,Unknown,23771350,170302,4004
ARX,PAX4,Trrust2,TRRUST2 (Regulation: Unknown),ARX || PAX4,Unknown,23771350,170302,5078
ARX,SHOX2,Trrust2,TRRUST2 (Regulation: Unknown),ARX || SHOX2,Unknown,23771350,170302,6474
ASCL1,CHRNA3,Trrust2,TRRUST2 (Regulation: Unknown),ASCL1 || CHRNA3,Unknown,20124469,429,1136
ASCL1,CHRNA5,Trrust2,TRRUST2 (Regulation: Unknown),ASCL1 || CHRNA5,Unknown,20124469,429,1138
ASCL1,CHRNB4,Trrust2,TRRUST2 (Regulation: Unknown),ASCL1 || CHRNB4,Unknown,20124469,429,1143
ASCL1,DKK1,Trrust2,TRRUST2 (Regulation: Repression),ASCL1 || DKK1,Repression,19744316,429,22943
ASCL1,IGF2,Trrust2,TRRUST2 (Regulation: Repression),ASCL1 || IGF2,Repression,20842449,429,3481
ASCL1,PCSK6,Trrust2,TRRUST2 (Regulation: Repression),ASCL1 || PCSK6,Repression,11736660,429,5046
ASCL1,TPH1,Trrust2,TRRUST2 (Regulation: Repression),ASCL1 || TPH1,Repression,19744316,429,7166
ASH1L,TGFB1,Trrust2,TRRUST2 (Regulation: Unknown),ASH1L || TGFB1,Unknown,22488473,55870,7040
ASH1L,TIMP1,Trrust2,TRRUST2 (Regulation: Unknown),ASH1L || TIMP1,Unknown,22488473,55870,7076
ASXL1,FABP4,Trrust2,TRRUST2 (Regulation: Unknown),ASXL1 || FABP4,Unknown,21047783,171023,2167
ATF1,BCL2,Trrust2,TRRUST2 (Regulation: Unknown),ATF1 || BCL2,Unknown,10542244,466,596
ATF1,CCNA1,Trrust2,TRRUST2 (Regulation: Repression),ATF1 || CCNA1,Repression,12044952,466,8900
ATF1,CFTR,Trrust2,TRRUST2 (Regulation: Activation),ATF1 || CFTR,Activation,10075672,466,1080
ATF1,CGA,Trrust2,TRRUST2 (Regulation: Unknown),ATF1 || CGA,Unknown,10341006,466,1081
ATF1,CYP11B1,Trrust2,TRRUST2 (Regulation: Unknown),ATF1 || CYP11B1,Unknown,11014212;11196473,466,1584
ATF1,CYP11B2,Trrust2,TRRUST2 (Regulation: Unknown),ATF1 || CYP11B2,Unknown,11196473,466,1585
ATF1,ERBB2,Trrust2,TRRUST2 (Regulation: Unknown),ATF1 || ERBB2,Unknown,10698518,466,2064
ATF1,FLT1,Trrust2,TRRUST2 (Regulation: Unknown),ATF1 || FLT1,Unknown,7499271,466,2321
ATF1,FTH1,Trrust2,TRRUST2 (Regulation: Activation),ATF1 || FTH1,Activation,17565989,466,2495
