TF,RegulatedGene,Source,Info,CombinedName,Mode of Regulation,References (PMID),TF_entrezID,regulatedGene_entrezID
NFKB1,TNFRSF13C,Trrust2,TRRUST2 (Regulation: Activation),NFKB1 || TNFRSF13C,Activation,20025535,4790,115650
NFKB1,TNFRSF9,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TNFRSF9,Unknown,12706838,4790,3604
NFKB1,TNFSF10,Trrust2,TRRUST2 (Regulation: Activation),NFKB1 || TNFSF10,Activation,11544302;20542572,4790,8743
NFKB1,TNFSF10,Trrust2,TRRUST2 (Regulation: Repression),NFKB1 || TNFSF10,Repression,11544302,4790,8743
NFKB1,TNFSF10,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TNFSF10,Unknown,21243522,4790,8743
NFKB1,TNFSF13B,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TNFSF13B,Unknown,16497967,4790,10673
NFKB1,TNFSF14,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TNFSF14,Unknown,21243522,4790,8740
NFKB1,TNIP3,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TNIP3,Unknown,18081698,4790,79931
NFKB1,TP53,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TP53,Unknown,10348347;11032029,4790,7157
NFKB1,TRAF1,Trrust2,TRRUST2 (Regulation: Activation),NFKB1 || TRAF1,Activation,11297551;17018379;19343319;9733827,4790,7185
NFKB1,TRAF1,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TRAF1,Unknown,10823821;14991743;17673602,4790,7185
NFKB1,TRAF2,Trrust2,TRRUST2 (Regulation: Activation),NFKB1 || TRAF2,Activation,15041463,4790,7186
NFKB1,TRAF2,Trrust2,TRRUST2 (Regulation: Repression),NFKB1 || TRAF2,Repression,15723831,4790,7186
NFKB1,TRAF2,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TRAF2,Unknown,19392652,4790,7186
NFKB1,TRIM21,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TRIM21,Unknown,23391827,4790,6737
NFKB1,TRPC1,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TRPC1,Unknown,16709572,4790,7220
NFKB1,TSLP,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || TSLP,Unknown,22270071,4790,85480
NFKB1,UPP1,Trrust2,TRRUST2 (Regulation: Activation),NFKB1 || UPP1,Activation,20544543,4790,7378
NFKB1,VCAM1,Trrust2,TRRUST2 (Regulation: Activation),NFKB1 || VCAM1,Activation,10329958;10946302;11359843;16271621;16317091;16385502;19281832;19422386;22708120,4790,7412
NFKB1,VCAM1,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || VCAM1,Unknown,10553096;10833420;16453001,4790,7412
NFKB1,VEGFA,Trrust2,TRRUST2 (Regulation: Activation),NFKB1 || VEGFA,Activation,15856023;16684540;17407600;18056465,4790,7422
NFKB1,VEGFA,Trrust2,TRRUST2 (Regulation: Repression),NFKB1 || VEGFA,Repression,15517885,4790,7422
NFKB1,VEGFA,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || VEGFA,Unknown,12160329;17673602;18184402;20103608;20538607,4790,7422
NFKB1,VWF,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || VWF,Unknown,10848823,4790,7450
NFKB1,WT1,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || WT1,Unknown,11243407,4790,7490
NFKB1,XIAP,Trrust2,TRRUST2 (Regulation: Activation),NFKB1 || XIAP,Activation,15041463;15756023;16157589;18223231,4790,331
NFKB1,XIAP,Trrust2,TRRUST2 (Regulation: Repression),NFKB1 || XIAP,Repression,18566231;18761050,4790,331
NFKB1,XIAP,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || XIAP,Unknown,14739605;16453001;18978816,4790,331
NFKB1,YY1,Trrust2,TRRUST2 (Regulation: Repression),NFKB1 || YY1,Repression,16784892,4790,7528
NFKB1,YY1,Trrust2,TRRUST2 (Regulation: Unknown),NFKB1 || YY1,Unknown,17438126,4790,7528
NFKB2,CCL21,Trrust2,TRRUST2 (Regulation: Activation),NFKB2 || CCL21,Activation,20953353,4791,6366
NFKB2,CCND2,Trrust2,TRRUST2 (Regulation: Activation),NFKB2 || CCND2,Activation,18504428,4791,894
NFKB2,CDK6,Trrust2,TRRUST2 (Regulation: Activation),NFKB2 || CDK6,Activation,18504428,4791,1021
NFKB2,HIF1A,Trrust2,TRRUST2 (Regulation: Repression),NFKB2 || HIF1A,Repression,19414801,4791,3091
NFKB2,SELP,Trrust2,TRRUST2 (Regulation: Activation),NFKB2 || SELP,Activation,7559449,4791,6403
NFKB2,SND1,Trrust2,TRRUST2 (Regulation: Activation),NFKB2 || SND1,Activation,20363924,4791,27044
NFKBIA,CCL5,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || CCL5,Repression,15228586,4792,6352
NFKBIA,CD40,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || CD40,Repression,9733827,4792,958
NFKBIA,CD58,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || CD58,Repression,9733827,4792,965
NFKBIA,CXCL8,Trrust2,TRRUST2 (Regulation: Unknown),NFKBIA || CXCL8,Unknown,12296854,4792,3576
NFKBIA,EBI3,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || EBI3,Repression,9733827,4792,10148
NFKBIA,FAS,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || FAS,Repression,9733827,4792,355
NFKBIA,ICAM1,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || ICAM1,Repression,12490396;9733827;9990039,4792,3383
NFKBIA,IFNB1,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || IFNB1,Repression,10074115,4792,3456
NFKBIA,IL1B,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || IL1B,Repression,15228586,4792,3553
NFKBIA,MMP1,Trrust2,TRRUST2 (Regulation: Unknown),NFKBIA || MMP1,Unknown,11376631,4792,4312
NFKBIA,MMP3,Trrust2,TRRUST2 (Regulation: Unknown),NFKBIA || MMP3,Unknown,11376631,4792,4314
NFKBIA,MMP9,Trrust2,TRRUST2 (Regulation: Unknown),NFKBIA || MMP9,Unknown,11376631,4792,4318
NFKBIA,NFKB1,Trrust2,TRRUST2 (Regulation: Activation),NFKBIA || NFKB1,Activation,9500973,4792,4790
NFKBIA,NFKB1,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || NFKB1,Repression,11278471;18606063;20173029,4792,4790
NFKBIA,NFKB1,Trrust2,TRRUST2 (Regulation: Unknown),NFKBIA || NFKB1,Unknown,15713458;17148610,4792,4790
NFKBIA,NOS2,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || NOS2,Repression,17478759,4792,4843
NFKBIA,PON2,Trrust2,TRRUST2 (Regulation: Activation),NFKBIA || PON2,Activation,19401157,4792,5445
NFKBIA,RELA,Trrust2,TRRUST2 (Regulation: Activation),NFKBIA || RELA,Activation,9500973,4792,5970
NFKBIA,RELA,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || RELA,Repression,11278471;18606063;20173029,4792,5970
NFKBIA,RELA,Trrust2,TRRUST2 (Regulation: Unknown),NFKBIA || RELA,Unknown,15713458;17148610,4792,5970
NFKBIA,S100A6,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || S100A6,Repression,12859951,4792,6277
NFKBIA,TNFSF10,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || TNFSF10,Repression,11544302,4792,8743
NFKBIA,TRAF1,Trrust2,TRRUST2 (Regulation: Repression),NFKBIA || TRAF1,Repression,9733827,4792,7185
NFKBIB,IFNB1,Trrust2,TRRUST2 (Regulation: Repression),NFKBIB || IFNB1,Repression,10074115,4793,3456
NFKBIZ,DEFB4A,Trrust2,TRRUST2 (Regulation: Unknown),NFKBIZ || DEFB4A,Unknown,18362142,64332,1673
NFRKB,JUN,Trrust2,TRRUST2 (Regulation: Activation),NFRKB || JUN,Activation,22291976,4798,3725
NFYA,ABCB1,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || ABCB1,Unknown,18234965;22154511,4800,5243
NFYA,CBS,Trrust2,TRRUST2 (Regulation: Activation),NFYA || CBS,Activation,12427542,4800,875
NFYA,CCND2,Trrust2,TRRUST2 (Regulation: Activation),NFYA || CCND2,Activation,9339900,4800,894
NFYA,CDKN1B,Trrust2,TRRUST2 (Regulation: Activation),NFYA || CDKN1B,Activation,15064717,4800,1027
NFYA,CYP2A6,Trrust2,TRRUST2 (Regulation: Activation),NFYA || CYP2A6,Activation,15247629,4800,1548
NFYA,DDIT3,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || DDIT3,Unknown,20023394,4800,1649
NFYA,FAS,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || FAS,Unknown,9261184,4800,355
NFYA,FXR2,Trrust2,TRRUST2 (Regulation: Activation),NFYA || FXR2,Activation,16886907,4800,9513
NFYA,GADD45A,Trrust2,TRRUST2 (Regulation: Activation),NFYA || GADD45A,Activation,11525640,4800,1647
NFYA,GADD45A,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || GADD45A,Unknown,11420680,4800,1647
NFYA,GFI1B,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || GFI1B,Unknown,19965638,4800,8328
NFYA,HBB,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || HBB,Unknown,15833715,4800,3043
NFYA,HOXB4,Trrust2,TRRUST2 (Regulation: Activation),NFYA || HOXB4,Activation,12791656,4800,3214
NFYA,HOXB7,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || HOXB7,Unknown,12697323,4800,3217
NFYA,HSPA5,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || HSPA5,Unknown,22530004,4800,3309
NFYA,LPIN1,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || LPIN1,Unknown,19553673,4800,23175
NFYA,OGG1,Trrust2,TRRUST2 (Regulation: Activation),NFYA || OGG1,Activation,14688259,4800,4968
NFYA,OGG1,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || OGG1,Unknown,17989114,4800,4968
NFYA,SOX18,Trrust2,TRRUST2 (Regulation: Activation),NFYA || SOX18,Activation,18496767,4800,54345
NFYA,SOX3,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || SOX3,Unknown,15656994;19799567,4800,6658
NFYA,SP3,Trrust2,TRRUST2 (Regulation: Activation),NFYA || SP3,Activation,16024108,4800,6670
NFYA,STK11,Trrust2,TRRUST2 (Regulation: Unknown),NFYA || STK11,Unknown,22412893,4800,6794
NFYB,ABCB1,Trrust2,TRRUST2 (Regulation: Unknown),NFYB || ABCB1,Unknown,18234965,4801,5243
NFYB,CCND2,Trrust2,TRRUST2 (Regulation: Activation),NFYB || CCND2,Activation,9339900,4801,894
NFYB,CDKN1B,Trrust2,TRRUST2 (Regulation: Activation),NFYB || CDKN1B,Activation,15064717,4801,1027
NFYB,FAS,Trrust2,TRRUST2 (Regulation: Unknown),NFYB || FAS,Unknown,9261184,4801,355
NFYB,FOS,Trrust2,TRRUST2 (Regulation: Unknown),NFYB || FOS,Unknown,23595228,4801,2353
NFYB,FXR2,Trrust2,TRRUST2 (Regulation: Activation),NFYB || FXR2,Activation,16886907,4801,9513
NFYB,GFI1B,Trrust2,TRRUST2 (Regulation: Unknown),NFYB || GFI1B,Unknown,19965638,4801,8328
NFYB,HBB,Trrust2,TRRUST2 (Regulation: Unknown),NFYB || HBB,Unknown,15833715,4801,3043
NFYB,HOXB7,Trrust2,TRRUST2 (Regulation: Unknown),NFYB || HOXB7,Unknown,12697323,4801,3217
NFYB,LPIN1,Trrust2,TRRUST2 (Regulation: Unknown),NFYB || LPIN1,Unknown,19553673,4801,23175
NFYB,SOX18,Trrust2,TRRUST2 (Regulation: Activation),NFYB || SOX18,Activation,18496767,4801,54345
NFYB,SOX3,Trrust2,TRRUST2 (Regulation: Unknown),NFYB || SOX3,Unknown,19799567,4801,6658
NFYB,STK11,Trrust2,TRRUST2 (Regulation: Unknown),NFYB || STK11,Unknown,22412893,4801,6794
NFYB,TPH1,Trrust2,TRRUST2 (Regulation: Activation),NFYB || TPH1,Activation,9645961,4801,7166
NFYC,ABCB1,Trrust2,TRRUST2 (Regulation: Unknown),NFYC || ABCB1,Unknown,18234965,4802,5243
NFYC,CCND2,Trrust2,TRRUST2 (Regulation: Activation),NFYC || CCND2,Activation,9339900,4802,894
NFYC,CDKN1B,Trrust2,TRRUST2 (Regulation: Activation),NFYC || CDKN1B,Activation,15064717,4802,1027
NFYC,FAS,Trrust2,TRRUST2 (Regulation: Unknown),NFYC || FAS,Unknown,9261184,4802,355
NFYC,FDPS,Trrust2,TRRUST2 (Regulation: Unknown),NFYC || FDPS,Unknown,20450493,4802,2224
NFYC,FOS,Trrust2,TRRUST2 (Regulation: Unknown),NFYC || FOS,Unknown,23595228,4802,2353
NFYC,FXR2,Trrust2,TRRUST2 (Regulation: Activation),NFYC || FXR2,Activation,16886907,4802,9513
NFYC,GFI1B,Trrust2,TRRUST2 (Regulation: Unknown),NFYC || GFI1B,Unknown,19965638,4802,8328
NFYC,HBB,Trrust2,TRRUST2 (Regulation: Unknown),NFYC || HBB,Unknown,15833715,4802,3043
NFYC,HOXB7,Trrust2,TRRUST2 (Regulation: Unknown),NFYC || HOXB7,Unknown,12697323,4802,3217
NFYC,LPIN1,Trrust2,TRRUST2 (Regulation: Unknown),NFYC || LPIN1,Unknown,19553673,4802,23175
NFYC,SOX18,Trrust2,TRRUST2 (Regulation: Activation),NFYC || SOX18,Activation,18496767,4802,54345
NFYC,SOX3,Trrust2,TRRUST2 (Regulation: Unknown),NFYC || SOX3,Unknown,19799567,4802,6658
NHLH2,ASCL1,Trrust2,TRRUST2 (Regulation: Activation),NHLH2 || ASCL1,Activation,21573214,4808,429
NHLH2,ASCL1,Trrust2,TRRUST2 (Regulation: Repression),NHLH2 || ASCL1,Repression,21573214,4808,429
NHLH2,HES1,Trrust2,TRRUST2 (Regulation: Repression),NHLH2 || HES1,Repression,21573214,4808,3280
NHLH2,MAOA,Trrust2,TRRUST2 (Regulation: Activation),NHLH2 || MAOA,Activation,22169038,4808,4128
NKX2-1,LMO3,Trrust2,TRRUST2 (Regulation: Unknown),NKX2-1 || LMO3,Unknown,23322301,7080,55885
NKX2-1,RET,Trrust2,TRRUST2 (Regulation: Repression),NKX2-1 || RET,Repression,19853745,7080,5979
NKX2-1,SFTPA1,Trrust2,TRRUST2 (Regulation: Unknown),NKX2-1 || SFTPA1,Unknown,12040027,7080,653509
NKX2-1,SFTPB,Trrust2,TRRUST2 (Regulation: Activation),NKX2-1 || SFTPB,Activation,12161428;18003659;8065304,7080,6439
NKX2-1,SFTPB,Trrust2,TRRUST2 (Regulation: Unknown),NKX2-1 || SFTPB,Unknown,11274148,7080,6439
NKX2-1,SP1,Trrust2,TRRUST2 (Regulation: Unknown),NKX2-1 || SP1,Unknown,23995788,7080,6667
NKX2-1,STK11,Trrust2,TRRUST2 (Regulation: Repression),NKX2-1 || STK11,Repression,23995788,7080,6794
NKX2-2,NPPA,Trrust2,TRRUST2 (Regulation: Activation),NKX2-2 || NPPA,Activation,14573514,4821,4878
NKX2-3,EGR1,Trrust2,TRRUST2 (Regulation: Unknown),NKX2-3 || EGR1,Unknown,21968973,159296,1958
NKX2-5,CTNNB1,Trrust2,TRRUST2 (Regulation: Unknown),NKX2-5 || CTNNB1,Unknown,19479054,1482,1499
NKX2-5,DACT1,Trrust2,TRRUST2 (Regulation: Repression),NKX2-5 || DACT1,Repression,19479054,1482,51339
NKX2-5,DACT2,Trrust2,TRRUST2 (Regulation: Repression),NKX2-5 || DACT2,Repression,19479054,1482,168002
NKX2-5,DACT3,Trrust2,TRRUST2 (Regulation: Repression),NKX2-5 || DACT3,Repression,19479054,1482,147906
NKX2-5,GATA4,Trrust2,TRRUST2 (Regulation: Activation),NKX2-5 || GATA4,Activation,19479054,1482,2626
NKX2-5,LYL1,Trrust2,TRRUST2 (Regulation: Unknown),NKX2-5 || LYL1,Unknown,19608273,1482,4066
NKX2-5,MEF2C,Trrust2,TRRUST2 (Regulation: Repression),NKX2-5 || MEF2C,Repression,21261500,1482,4208
NKX2-5,NPPB,Trrust2,TRRUST2 (Regulation: Unknown),NKX2-5 || NPPB,Unknown,15837525,1482,4879
NKX2-5,TBX5,Trrust2,TRRUST2 (Regulation: Unknown),NKX2-5 || TBX5,Unknown,15095414,1482,6910
NKX3-1,ACTG2,Trrust2,TRRUST2 (Regulation: Activation),NKX3-1 || ACTG2,Activation,19797053,4824,72
NKX3-1,AR,Trrust2,TRRUST2 (Regulation: Repression),NKX3-1 || AR,Repression,16697957,4824,367
NKX3-1,CCND1,Trrust2,TRRUST2 (Regulation: Repression),NKX3-1 || CCND1,Repression,22179513,4824,595
NKX3-1,ESR1,Trrust2,TRRUST2 (Regulation: Unknown),NKX3-1 || ESR1,Unknown,18794125,4824,2099
NKX3-1,FOS,Trrust2,TRRUST2 (Regulation: Repression),NKX3-1 || FOS,Repression,22179513,4824,2353
NKX3-1,IGF1R,Trrust2,TRRUST2 (Regulation: Repression),NKX3-1 || IGF1R,Repression,22179513,4824,3480
NKX3-1,KLK3,Trrust2,TRRUST2 (Regulation: Unknown),NKX3-1 || KLK3,Unknown,17483333,4824,354
NKX3-1,SIX6,Trrust2,TRRUST2 (Regulation: Unknown),NKX3-1 || SIX6,Unknown,22848398,4824,4990
NKX3-1,TMPRSS2,Trrust2,TRRUST2 (Regulation: Unknown),NKX3-1 || TMPRSS2,Unknown,24418414,4824,7113
NKX3-1,VEGFA,Trrust2,TRRUST2 (Regulation: Unknown),NKX3-1 || VEGFA,Unknown,18974119,4824,7422
NONO,MIA,Trrust2,TRRUST2 (Regulation: Unknown),NONO || MIA,Unknown,23672612;24349210,4841,8190
NOTCH3,APOD,Trrust2,TRRUST2 (Regulation: Repression),NOTCH3 || APOD,Repression,21705670,4854,347
NOTCH3,ASPH,Trrust2,TRRUST2 (Regulation: Unknown),NOTCH3 || ASPH,Unknown,21504125,4854,444
NOTCH3,HES1,Trrust2,TRRUST2 (Regulation: Repression),NOTCH3 || HES1,Repression,22117196,4854,3280
NPAS2,CRY1,Trrust2,TRRUST2 (Regulation: Unknown),NPAS2 || CRY1,Unknown,17660446,4862,1407
NPAS2,CRY2,Trrust2,TRRUST2 (Regulation: Unknown),NPAS2 || CRY2,Unknown,17660446,4862,1408
NPAS2,PER1,Trrust2,TRRUST2 (Regulation: Unknown),NPAS2 || PER1,Unknown,17660446,4862,5187
NPAS2,PER2,Trrust2,TRRUST2 (Regulation: Unknown),NPAS2 || PER2,Unknown,17660446,4862,8864
NPAS3,VGF,Trrust2,TRRUST2 (Regulation: Unknown),NPAS3 || VGF,Unknown,21709683,64067,7425
NPM1,ATF5,Trrust2,TRRUST2 (Regulation: Repression),NPM1 || ATF5,Repression,22528486,4869,22809
NPM1,BRD4,Trrust2,TRRUST2 (Regulation: Unknown),NPM1 || BRD4,Unknown,24220271,4869,23476
NPM1,CCND1,Trrust2,TRRUST2 (Regulation: Unknown),NPM1 || CCND1,Unknown,18625744,4869,595
NPM1,CDKN1A,Trrust2,TRRUST2 (Regulation: Activation),NPM1 || CDKN1A,Activation,19221506,4869,1026
NPM1,DNMT1,Trrust2,TRRUST2 (Regulation: Unknown),NPM1 || DNMT1,Unknown,19887607,4869,1786
NPM1,ELF4,Trrust2,TRRUST2 (Regulation: Unknown),NPM1 || ELF4,Unknown,23393136,4869,2000
NPM1,MDM2,Trrust2,TRRUST2 (Regulation: Repression),NPM1 || MDM2,Repression,23393136,4869,4193
NPM1,PTPN6,Trrust2,TRRUST2 (Regulation: Activation),NPM1 || PTPN6,Activation,16825495,4869,5777
NPM1,RPL3,Trrust2,TRRUST2 (Regulation: Unknown),NPM1 || RPL3,Unknown,21705779,4869,6122
NPM1,TAF1A,Trrust2,TRRUST2 (Regulation: Activation),NPM1 || TAF1A,Activation,17069796,4869,9015
NPM1,USP7,Trrust2,TRRUST2 (Regulation: Unknown),NPM1 || USP7,Unknown,23183427,4869,7874
NR0B1,AMH,Trrust2,TRRUST2 (Regulation: Repression),NR0B1 || AMH,Repression,11990799,190,268
NR0B1,CAMP,Trrust2,TRRUST2 (Regulation: Repression),NR0B1 || CAMP,Repression,12213901,190,820
NR0B1,CYP17A1,Trrust2,TRRUST2 (Regulation: Repression),NR0B1 || CYP17A1,Repression,11592817,190,1586
NR0B1,CYP19A1,Trrust2,TRRUST2 (Regulation: Repression),NR0B1 || CYP19A1,Repression,12213901;22427816,190,1588
NR0B1,ESRRG,Trrust2,TRRUST2 (Regulation: Repression),NR0B1 || ESRRG,Repression,16314306,190,2104
NR0B1,NOS1,Trrust2,TRRUST2 (Regulation: Activation),NR0B1 || NOS1,Activation,19726747,190,4842
NR0B1,NR1H4,Trrust2,TRRUST2 (Regulation: Repression),NR0B1 || NR1H4,Repression,21856289,190,9971
NR0B1,NR5A1,Trrust2,TRRUST2 (Regulation: Repression),NR0B1 || NR5A1,Repression,11990799,190,2516
NR0B1,PBX1,Trrust2,TRRUST2 (Regulation: Activation),NR0B1 || PBX1,Activation,18984668,190,5087
NR0B1,STAR,Trrust2,TRRUST2 (Regulation: Repression),NR0B1 || STAR,Repression,22427816,190,6770
NR0B2,APOC3,Trrust2,TRRUST2 (Regulation: Unknown),NR0B2 || APOC3,Unknown,20516075,8431,345
NR0B2,CYP27A1,Trrust2,TRRUST2 (Regulation: Unknown),NR0B2 || CYP27A1,Unknown,15581596,8431,1593
NR0B2,CYP7A1,Trrust2,TRRUST2 (Regulation: Unknown),NR0B2 || CYP7A1,Unknown,15358835;15581596,8431,1581
NR0B2,CYP8B1,Trrust2,TRRUST2 (Regulation: Unknown),NR0B2 || CYP8B1,Unknown,15581596,8431,1582
NR0B2,E2F1,Trrust2,TRRUST2 (Regulation: Repression),NR0B2 || E2F1,Repression,18657049,8431,1869
NR0B2,G6PC,Trrust2,TRRUST2 (Regulation: Unknown),NR0B2 || G6PC,Unknown,15358835,8431,2538
NR0B2,PCK2,Trrust2,TRRUST2 (Regulation: Repression),NR0B2 || PCK2,Repression,17094771,8431,5106
NR0B2,PCK2,Trrust2,TRRUST2 (Regulation: Unknown),NR0B2 || PCK2,Unknown,15358835,8431,5106
NR0B2,PTGS2,Trrust2,TRRUST2 (Regulation: Activation),NR0B2 || PTGS2,Activation,21613300,8431,5743
NR1D1,ARNTL,Trrust2,TRRUST2 (Regulation: Repression),NR1D1 || ARNTL,Repression,21881539,9572,406
NR1H2,ABCA1,Trrust2,TRRUST2 (Regulation: Activation),NR1H2 || ABCA1,Activation,16141411,7376,19
NR1H2,ABCG1,Trrust2,TRRUST2 (Regulation: Activation),NR1H2 || ABCG1,Activation,16141411,7376,9619
NR1H2,ABCG4,Trrust2,TRRUST2 (Regulation: Activation),NR1H2 || ABCG4,Activation,16141411,7376,64137
NR1H3,ABCA1,Trrust2,TRRUST2 (Regulation: Activation),NR1H3 || ABCA1,Activation,11264984;16141411;18580406;19201410,10062,19
NR1H3,ABCA1,Trrust2,TRRUST2 (Regulation: Unknown),NR1H3 || ABCA1,Unknown,15171719,10062,19
NR1H3,ABCG1,Trrust2,TRRUST2 (Regulation: Activation),NR1H3 || ABCG1,Activation,16141411;18580406,10062,9619
NR1H3,ABCG4,Trrust2,TRRUST2 (Regulation: Activation),NR1H3 || ABCG4,Activation,16141411,10062,64137
NR1H3,BHLHE40,Trrust2,TRRUST2 (Regulation: Activation),NR1H3 || BHLHE40,Activation,19032342,10062,8553
NR1H3,CETP,Trrust2,TRRUST2 (Regulation: Unknown),NR1H3 || CETP,Unknown,18562803,10062,1071
NR1H4,ABCB11,Trrust2,TRRUST2 (Regulation: Unknown),NR1H4 || ABCB11,Unknown,11387316,9971,8647
NR1H4,ABCB4,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || ABCB4,Activation,14527955,9971,5244
NR1H4,ABCC4,Trrust2,TRRUST2 (Regulation: Repression),NR1H4 || ABCC4,Repression,22291955,9971,10257
NR1H4,CYP7A1,Trrust2,TRRUST2 (Regulation: Repression),NR1H4 || CYP7A1,Repression,17135343,9971,1581
NR1H4,DCN,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || DCN,Activation,18514055,9971,1634
NR1H4,EDN1,Trrust2,TRRUST2 (Regulation: Repression),NR1H4 || EDN1,Repression,16357303,9971,1906
NR1H4,FABP6,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || FABP6,Activation,10514450,9971,2172
NR1H4,HSD3B2,Trrust2,TRRUST2 (Regulation: Unknown),NR1H4 || HSD3B2,Unknown,19059462,9971,3284
NR1H4,INS,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || INS,Activation,20060466,9971,3630
NR1H4,KLF11,Trrust2,TRRUST2 (Regulation: Unknown),NR1H4 || KLF11,Unknown,20060466,9971,8462
NR1H4,KRT13,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || KRT13,Activation,21619550,9971,3860
NR1H4,NFKB1,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || NFKB1,Activation,21364590,9971,4790
NR1H4,NR1I2,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || NR1I2,Activation,21476904,9971,8856
NR1H4,PLTP,Trrust2,TRRUST2 (Regulation: Unknown),NR1H4 || PLTP,Unknown,10998425,9971,5360
NR1H4,RELA,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || RELA,Activation,21364590,9971,5970
NR1H4,SCARB1,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || SCARB1,Activation,20956002,9971,949
NR1H4,SLCO1B3,Trrust2,TRRUST2 (Regulation: Unknown),NR1H4 || SLCO1B3,Unknown,16741617,9971,28234
NR1H4,STK11,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || STK11,Activation,22265968,9971,6794
NR1H4,UGT2B4,Trrust2,TRRUST2 (Regulation: Repression),NR1H4 || UGT2B4,Repression,12806625,9971,7363
NR1H4,VEGFA,Trrust2,TRRUST2 (Regulation: Activation),NR1H4 || VEGFA,Activation,21364590,9971,7422
NR1I2,ABCB1,Trrust2,TRRUST2 (Regulation: Activation),NR1I2 || ABCB1,Activation,18540626,8856,5243
NR1I2,BCL2,Trrust2,TRRUST2 (Regulation: Activation),NR1I2 || BCL2,Activation,16085054,8856,596
NR1I2,BCL2L1,Trrust2,TRRUST2 (Regulation: Activation),NR1I2 || BCL2L1,Activation,16085054,8856,598
NR1I2,CCL2,Trrust2,TRRUST2 (Regulation: Repression),NR1I2 || CCL2,Repression,22248096,8856,6347
NR1I2,CORO1C,Trrust2,TRRUST2 (Regulation: Activation),NR1I2 || CORO1C,Activation,21072196,8856,23603
NR1I2,CYP2B6,Trrust2,TRRUST2 (Regulation: Unknown),NR1I2 || CYP2B6,Unknown,18096673;19928584,8856,1555
NR1I2,CYP2C8,Trrust2,TRRUST2 (Regulation: Unknown),NR1I2 || CYP2C8,Unknown,18096673,8856,1558
NR1I2,CYP2C9,Trrust2,TRRUST2 (Regulation: Unknown),NR1I2 || CYP2C9,Unknown,16749864;18096673;21292004,8856,1559
NR1I2,CYP3A4,Trrust2,TRRUST2 (Regulation: Activation),NR1I2 || CYP3A4,Activation,12601364;15269186;18540626;19232333;21342487,8856,1576
NR1I2,CYP3A4,Trrust2,TRRUST2 (Regulation: Unknown),NR1I2 || CYP3A4,Unknown,11991950;12606758;15100175;15650019;16608838;18096673;20171174;21292004;21920351;23807564,8856,1576
NR1I2,CYP4F12,Trrust2,TRRUST2 (Regulation: Unknown),NR1I2 || CYP4F12,Unknown,19129222,8856,66002
